date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:31:15	127782/127782	---M--	200	added ('OK')	image/png	etag:%224f40a1a-1f326-54ccd775acf80%22	http://www.istevitu.in/img/board.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/board.png	(from http://www.istevitu.in/)
12:31:16	3713/3713	---M--	200	added ('OK')	image/png	etag:%224f40a79-e81-54ccd775acf80%22	http://www.istevitu.in/img/timelinelogo.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/timelinelogo.png	(from http://www.istevitu.in/)
12:31:24	87755/87755	---M--	200	added ('OK')	image/png	etag:%224f40a16-156cb-54ccd4e58c380%22	http://www.istevitu.in/img/about.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/about.png	(from http://www.istevitu.in/)
12:31:24	71715/71715	---M--	200	added ('OK')	image/png	etag:%224f40a78-11823-54ccd775acf80%22	http://www.istevitu.in/img/timeline.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/timeline.png	(from http://www.istevitu.in/)
12:31:25	5512/5512	---M--	200	added ('OK')	image/png	etag:%224f40a21-1588-54ccd775acf80%22	http://www.istevitu.in/img/developerlogo.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/developerlogo.png	(from http://www.istevitu.in/)
12:31:31	93698/93698	---M--	200	added ('OK')	image/png	etag:%224f40a20-16e02-54ccd775acf80%22	http://www.istevitu.in/img/developer.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/developer.png	(from http://www.istevitu.in/)
12:31:38	87532/87532	---M--	200	added ('OK')	image/png	etag:%224f40a1c-155ec-54cd8ac3ed880%22	http://www.istevitu.in/img/close.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/close.png	(from http://www.istevitu.in/)
12:31:40	95023/95023	---M--	200	added ('OK')	image/jpeg	etag:%224f40a2c-1732f-54baf3af44400%22	http://www.istevitu.in/img/horizon.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/horizon.jpg	(from http://www.istevitu.in/)
12:31:48	54641/54641	---M--	200	added ('OK')	image/jpeg	etag:%224f40a80-d571-54bc2f3f1c500%22	http://www.istevitu.in/img/we/tronix.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/tronix.jpg	(from http://www.istevitu.in/)
12:31:49	110132/110132	---M--	200	added ('OK')	image/jpeg	etag:%224f40a7c-1ae34-54bc2f0b9cb80%22	http://www.istevitu.in/img/we/DSA.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/DSA.jpg	(from http://www.istevitu.in/)
12:31:57	344511/344511	---M--	200	added ('OK')	image/png	etag:%224f40a1d-541bf-54cd8765ce680%22	http://www.istevitu.in/img/core.png	C:/My%20Web%20Sites/istu/www.istevitu.in/img/core.png	(from http://www.istevitu.in/)
12:31:58	110436/110436	---M--	200	added ('OK')	image/jpeg	etag:%224f40a81-1af64-54bc2f57e7f80%22	http://www.istevitu.in/img/we/tronix2.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/tronix2.jpg	(from http://www.istevitu.in/)
12:31:59	69618/69618	---M--	200	added ('OK')	image/jpeg	etag:%224f40a7d-10ff2-54bc2f672a380%22	http://www.istevitu.in/img/we/ey.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/ey.jpg	(from http://www.istevitu.in/)
12:32:03	37733/37733	---M--	200	added ('OK')	image/jpeg	etag:%224f40a7f-9365-54bd314480480%22	http://www.istevitu.in/img/we/tfv.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/tfv.jpg	(from http://www.istevitu.in/)
12:32:05	32395/32395	---M--	200	added ('OK')	image/jpeg	etag:%224f40a77-7e8b-544bfbb937a00%22	http://www.istevitu.in/img/teacher/sasi.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/teacher/sasi.jpg	(from http://www.istevitu.in/)
12:32:08	117954/117954	---M--	200	added ('OK')	image/jpeg	etag:%224f40a7e-1ccc2-54bd3116b9880%22	http://www.istevitu.in/img/we/nc.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/we/nc.jpg	(from http://www.istevitu.in/)
12:32:46	251144/251144	---M--	200	added ('OK')	image/jpeg	etag:%224f40a5c-3d508-54baf6ac1d080%22	http://www.istevitu.in/img/pics/pranav.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/pranav.jpg	(from http://www.istevitu.in/)
12:32:46	268188/268188	---M--	200	added ('OK')	image/jpeg	etag:%224f40a6b-4179c-54baf674cce00%22	http://www.istevitu.in/img/pics/vaibhav.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/vaibhav.jpg	(from http://www.istevitu.in/)
12:32:49	265889/265889	---M--	200	added ('OK')	image/jpeg	etag:%224f40a67-40ea1-54baf6658aa00%22	http://www.istevitu.in/img/pics/somya.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/somya.jpg	(from http://www.istevitu.in/)
12:33:18	189225/189225	---M--	200	added ('OK')	image/jpeg	etag:%224f40a2f-2e329-54baf7f9e6400%22	http://www.istevitu.in/img/pics/adityan.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/adityan.jpg	(from http://www.istevitu.in/)
12:33:27	229809/229809	---M--	200	added ('OK')	image/jpeg	etag:%224f40a62-381b1-54baf65648600%22	http://www.istevitu.in/img/pics/sagar.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/sagar.jpg	(from http://www.istevitu.in/)
12:33:45	355899/355899	---M--	200	added ('OK')	image/jpeg	etag:%224f40a6d-56e3b-54baf67c6e000%22	http://www.istevitu.in/img/pics/yash.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/yash.jpg	(from http://www.istevitu.in/)
12:34:02	215626/215626	---M--	200	added ('OK')	image/jpeg	etag:%224f40a5e-34a4a-54baf9142fe00%22	http://www.istevitu.in/img/pics/ria.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/ria.jpg	(from http://www.istevitu.in/)
12:34:05	288300/288300	---M--	200	added ('OK')	image/jpeg	etag:%224f40a6c-4662c-54baf6789d700%22	http://www.istevitu.in/img/pics/vaishnavi.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/vaishnavi.jpg	(from http://www.istevitu.in/)
12:34:23	914408/914408	---M--	200	added ('OK')	image/jpeg	etag:%224f40a76-df3e8-54bc345203d80%22	http://www.istevitu.in/img/teacher/Amit.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/teacher/Amit.jpg	(from http://www.istevitu.in/)
12:34:27	259159/259159	---M--	200	added ('OK')	image/jpeg	etag:%224f40a61-3f457-54baf65277d00%22	http://www.istevitu.in/img/pics/ritika.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/ritika.jpg	(from http://www.istevitu.in/)
12:34:32	185106/185106	---M--	200	added ('OK')	image/jpeg	etag:%224f40a68-2d312-54baf904eda00%22	http://www.istevitu.in/img/pics/ud.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/ud.jpg	(from http://www.istevitu.in/)
12:34:51	283585/283585	---M--	200	added ('OK')	image/jpeg	etag:%224f40a32-453c1-54baf78b45f00%22	http://www.istevitu.in/img/pics/aman.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/aman.jpg	(from http://www.istevitu.in/)
12:35:09	264048/264048	---M--	200	added ('OK')	image/jpeg	etag:%224f40a36-40770-54baf77c03b00%22	http://www.istevitu.in/img/pics/anik.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/anik.jpg	(from http://www.istevitu.in/)
12:35:11	299647/299647	---M--	200	added ('OK')	image/jpeg	etag:%224f40a41-4927f-54baf759aea00%22	http://www.istevitu.in/img/pics/anmol.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/anmol.jpg	(from http://www.istevitu.in/)
12:35:17	281638/281638	---M--	200	added ('OK')	image/jpeg	etag:%224f40a42-44c26-54baf74e3cf00%22	http://www.istevitu.in/img/pics/bavya.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/bavya.jpg	(from http://www.istevitu.in/)
12:35:57	281340/281340	---M--	200	added ('OK')	image/jpeg	etag:%224f40a4b-44afc-54baf72076300%22	http://www.istevitu.in/img/pics/divyansh.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/divyansh.jpg	(from http://www.istevitu.in/)
12:35:58	302984/302984	---M--	200	added ('OK')	image/jpeg	etag:%224f40a4a-49f88-54baf72be7e00%22	http://www.istevitu.in/img/pics/divya.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/divya.jpg	(from http://www.istevitu.in/)
12:36:01	272907/272907	---M--	200	added ('OK')	image/jpeg	etag:%224f40a4e-42a0b-54baf70b7b180%22	http://www.istevitu.in/img/pics/heli.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/heli.jpg	(from http://www.istevitu.in/)
12:36:38	243303/243303	---M--	200	added ('OK')	image/jpeg	etag:%224f40a57-3b667-54baf6d7fb800%22	http://www.istevitu.in/img/pics/nidhish.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/nidhish.jpg	(from http://www.istevitu.in/)
12:36:39	259406/259406	---M--	200	added ('OK')	image/jpeg	etag:%224f40a54-3f54e-54baf6fc38d80%22	http://www.istevitu.in/img/pics/jishu.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/jishu.jpg	(from http://www.istevitu.in/)
12:36:47	286067/286067	---M--	200	added ('OK')	image/jpeg	etag:%224f40a5d-45d73-54baf69ec3100%22	http://www.istevitu.in/img/pics/rakshit.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/rakshit.jpg	(from http://www.istevitu.in/)
12:37:03	823337/823337	---M--	200	added ('OK')	image/jpeg	etag:%224f40a44-c9029-54baf96263680%22	http://www.istevitu.in/img/pics/chirag.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/chirag.jpg	(from http://www.istevitu.in/)
12:37:19	261861/261861	---M--	200	added ('OK')	image/jpeg	etag:%224f40a5f-3fee5-54baf68d98880%22	http://www.istevitu.in/img/pics/rishav.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/rishav.jpg	(from http://www.istevitu.in/)
12:37:36	346486/346486	---M--	200	added ('OK')	image/jpeg	etag:%224f40a4c-54976-54baf71504800%22	http://www.istevitu.in/img/pics/faustina.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/faustina.jpg	(from http://www.istevitu.in/)
12:37:43	344523/344523	---M--	200	added ('OK')	image/jpeg	etag:%224f40a3e-541cb-54baf7727a480%22	http://www.istevitu.in/img/pics/anjali.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/anjali.jpg	(from http://www.istevitu.in/)
12:37:43	252183/252183	---M--	200	added ('OK')	image/jpeg	etag:%224f40a31-3d917-54baf7af83480%22	http://www.istevitu.in/img/pics/adnaan.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/adnaan.jpg	(from http://www.istevitu.in/)
12:37:59	243776/243776	---M--	200	added ('OK')	image/jpeg	etag:%224f40a40-3b840-54baf76708980%22	http://www.istevitu.in/img/pics/ankit.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/ankit.jpg	(from http://www.istevitu.in/)
12:38:18	260855/260855	---M--	200	added ('OK')	image/jpeg	etag:%224f40a45-3faf7-54baf740e2f80%22	http://www.istevitu.in/img/pics/deba.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/deba.jpg	(from http://www.istevitu.in/)
12:38:30	285351/285351	---M--	200	added ('OK')	image/jpeg	etag:%224f40a50-45aa7-54bc320875800%22	http://www.istevitu.in/img/pics/jeffrey.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/jeffrey.jpg	(from http://www.istevitu.in/)
12:38:30	293832/293832	---M--	200	added ('OK')	image/jpeg	etag:%224f40a49-47bc8-54baf73941d80%22	http://www.istevitu.in/img/pics/dev.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/dev.jpg	(from http://www.istevitu.in/)
12:38:43	274237/274237	---M--	200	added ('OK')	image/jpeg	etag:%224f40a55-42f3d-54baf6e926080%22	http://www.istevitu.in/img/pics/kanav.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/kanav.jpg	(from http://www.istevitu.in/)
12:39:09	313209/313209	---M--	200	added ('OK')	image/jpeg	etag:%224f40a5b-4c779-54baf6c6d0f80%22	http://www.istevitu.in/img/pics/niharika.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/niharika.jpg	(from http://www.istevitu.in/)
12:39:12	264889/264889	---M--	200	added ('OK')	image/jpeg	etag:%224f40a60-40ab9-54baf64706200%22	http://www.istevitu.in/img/pics/rithik.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/rithik.jpg	(from http://www.istevitu.in/)
12:39:15	275903/275903	---M--	200	added ('OK')	image/jpeg	etag:%224f40a63-435bf-54baf65c01380%22	http://www.istevitu.in/img/pics/saksham.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/saksham.jpg	(from http://www.istevitu.in/)
12:39:16	336/336	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Sep%202017%2007:09:13%20GMT	http://www.istevitu.in/img/pics/Ujjwal.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/Ujjwal.4e.delayed	(from http://www.istevitu.in/)
12:39:21	241186/241186	---M--	200	added ('OK')	image/jpeg	etag:%224f40a66-3ae22-54bc336580f80%22	http://www.istevitu.in/img/pics/simron.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/simron.jpg	(from http://www.istevitu.in/)
12:39:51	265556/265556	---M--	200	added ('OK')	image/jpeg	etag:%224f40a64-40d54-54baf661ba100%22	http://www.istevitu.in/img/pics/sakshi.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/sakshi.jpg	(from http://www.istevitu.in/)
12:40:01	275037/275037	---M--	200	added ('OK')	image/jpeg	etag:%224f40a6a-4325d-54baf670fc500%22	http://www.istevitu.in/img/pics/vaibhav%20jha.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/vaibhav%20jha.jpg	(from http://www.istevitu.in/)
12:40:03	319119/319119	---M--	200	added ('OK')	image/jpeg	etag:%224f40a65-4de8f-54baf6695b300%22	http://www.istevitu.in/img/pics/shweta.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/pics/shweta.jpg	(from http://www.istevitu.in/)
12:40:09	109690/109690	---M--	200	added ('OK')	image/jpeg	etag:%224f40a27-1ac7a-544b5415df800%22	http://www.istevitu.in/img/gravitas/matlab.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/matlab.jpg	(from http://www.istevitu.in/)
12:40:25	93285/93285	---M--	200	added ('OK')	image/jpeg	etag:%224f40a2b-16c65-544b5415df800%22	http://www.istevitu.in/img/gravitas/ultimate.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/ultimate.jpg	(from http://www.istevitu.in/)
12:40:39	88053/88053	---M--	200	added ('OK')	image/jpeg	etag:%224f40a26-157f5-544b5415df800%22	http://www.istevitu.in/img/gravitas/foo.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/foo.jpg	(from http://www.istevitu.in/)
12:40:51	294356/294356	---M--	200	added ('OK')	image/jpeg	etag:%224f40a25-47dd4-544b5415df800%22	http://www.istevitu.in/img/gravitas/cn.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/cn.jpg	(from http://www.istevitu.in/)
12:40:55	98382/98382	---M--	200	added ('OK')	image/jpeg	etag:%224f40a28-1804e-544b5415df800%22	http://www.istevitu.in/img/gravitas/robo.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/robo.jpg	(from http://www.istevitu.in/)
12:41:13	693289/693289	---M--	200	added ('OK')	image/jpeg	etag:%224f40a2a-a9429-544b5415df800%22	http://www.istevitu.in/img/gravitas/tarr.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/tarr.jpg	(from http://www.istevitu.in/)
12:41:16	157727/157727	---M--	200	added ('OK')	image/jpeg	etag:%224f40a71-2681f-54cdddf561f80%22	http://www.istevitu.in/img/riviera/foos.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/riviera/foos.jpg	(from http://www.istevitu.in/)
12:41:22	164982/164982	---M--	200	added ('OK')	image/jpeg	etag:%224f40a72-28476-54cdddefa9200%22	http://www.istevitu.in/img/riviera/prison.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/riviera/prison.jpg	(from http://www.istevitu.in/)
12:41:24	32959/32959	---MC-	200	added ('OK')	text/javascript	date:Thu,%2017%20Aug%202017%2001:11:09%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/istu/www.google-analytics.com/analytics.js	(from http://www.istevitu.in/)
12:41:25	2346/2346	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:05%20GMT	http://cdnjs.cloudflare.com/ajax/libs/gsap/latest/plugins/TextPlugin.min.js	C:/My%20Web%20Sites/istu/cdnjs.cloudflare.com/ajax/libs/gsap/latest/plugins/TextPlugin.min.js	(from http://www.istevitu.in/)
12:41:25	328/328	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Sep%202017%2007:11:22%20GMT	http://www.istevitu.in/js/index.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/index.5d.delayed	(from http://www.istevitu.in/)
12:41:26	3397/3397	---M--	200	added ('OK')	application/javascript	etag:%224f40a8a-d45-54b25a9313200%22	http://www.istevitu.in/js/machine.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/machine.js	(from http://www.istevitu.in/)
12:41:27	107961/107961	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:04:05%20GMT	http://cdnjs.cloudflare.com/ajax/libs/gsap/latest/TweenMax.min.js	C:/My%20Web%20Sites/istu/cdnjs.cloudflare.com/ajax/libs/gsap/latest/TweenMax.min.js	(from http://www.istevitu.in/)
12:41:28	552572/552572	---M--	200	added ('OK')	image/jpeg	etag:%224f40a29-86e7c-544b5415df800%22	http://www.istevitu.in/img/gravitas/sg.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/gravitas/sg.jpg	(from http://www.istevitu.in/)
12:41:28	164/164	---M--	200	added ('OK')	application/javascript	etag:%224f40a87-a4-54b0cb1c93e80%22	http://www.istevitu.in/js/dock.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/dock.js	(from http://www.istevitu.in/)
12:41:28	5211/5211	---M--	200	added ('OK')	application/javascript	etag:%224f40a88-145b-4fecaafda2280%22	http://www.istevitu.in/js/EasePack.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/EasePack.min.js	(from http://www.istevitu.in/)
12:41:28	1231/1231	---M--	200	added ('OK')	application/javascript	etag:%224f40a8b-4cf-54b05a3e27400%22	http://www.istevitu.in/js/rAF.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/rAF.js	(from http://www.istevitu.in/)
12:41:29	2244/2244	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f4094f-8c4-4fda2f7dfa100%22	http://www.istevitu.in/fonts/codropsicons/codropsicons.eot	C:/My%20Web%20Sites/istu/www.istevitu.in/fonts/codropsicons/codropsicons.eot	(from http://www.istevitu.in/css/demo.css)
12:41:29	5749/5749	---M--	200	added ('OK')	application/javascript	etag:%224f40a86-1675-54b05a3e27400%22	http://www.istevitu.in/js/demo-1.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/demo-1.js	(from http://www.istevitu.in/)
12:41:29	25167/25167	---M--	200	added ('OK')	application/javascript	etag:%224f40a96-624f-4fecaafda2280%22	http://www.istevitu.in/js/TweenLite.min.js	C:/My%20Web%20Sites/istu/www.istevitu.in/js/TweenLite.min.js	(from http://www.istevitu.in/)
12:41:30	2244/2244	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224f4094f-8c4-4fda2f7dfa100%22	http://www.istevitu.in/fonts/codropsicons/codropsicons.eot?	C:/My%20Web%20Sites/istu/www.istevitu.in/fonts/codropsicons/codropsiconsd41d.eot	(from http://www.istevitu.in/css/demo.css)
12:41:30	2072/2072	---M--	200	added ('OK')	application/x-font-woff	etag:%224f40952-818-4fda2f7dfa100%22	http://www.istevitu.in/fonts/codropsicons/codropsicons.woff	C:/My%20Web%20Sites/istu/www.istevitu.in/fonts/codropsicons/codropsicons.woff	(from http://www.istevitu.in/css/demo.css)
12:41:30	2060/2060	---M--	200	added ('OK')	application/x-font-ttf	etag:%224f40951-80c-4fda2f7dfa100%22	http://www.istevitu.in/fonts/codropsicons/codropsicons.ttf	C:/My%20Web%20Sites/istu/www.istevitu.in/fonts/codropsicons/codropsicons.ttf	(from http://www.istevitu.in/css/demo.css)
12:41:30	3612/3612	---M--	200	added ('OK')	image/svg+xml	etag:%224f40950-e1c-4fda2f7dfa100%22	http://www.istevitu.in/fonts/codropsicons/codropsicons.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/fonts/codropsicons/codropsicons.svg	(from http://www.istevitu.in/css/demo.css)
12:41:31	334/334	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Sep%202017%2007:11:28%20GMT	http://www.istevitu.in/img/demo-2-bg.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/demo-2-bg.jpg	(from http://www.istevitu.in/css/component.css)
12:41:31	329/329	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2007%20Sep%202017%2007:11:28%20GMT	http://www.istevitu.in/img/deco.svg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/deco.svg	(from http://www.istevitu.in/css/component.css)
12:41:31	12494/12494	---M--	200	added ('OK')	text/css	etag:%224f40958-30ce-54a037b90d580%22	http://www.istevitu.in/horizon/css/base.css	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/css/base.css	(from http://www.istevitu.in/horizon/index.html)
12:41:32	62988/62988	---M--	200	added ('OK')	text/css	etag:%224f40966-f60c-521edc2293700%22	http://www.istevitu.in/horizon/css/vendor.min.css	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/css/vendor.min.css	(from http://www.istevitu.in/horizon/index.html)
12:41:34	49387/49387	---M--	200	added ('OK')	text/css	etag:%224f40964-c0eb-54cc5f6a79780%22	http://www.istevitu.in/horizon/css/main.css	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/css/main.css	(from http://www.istevitu.in/horizon/index.html)
12:41:36	151735/151735	---M--	200	added ('OK')	image/jpeg	etag:%224f40a73-250b7-54cddde437700%22	http://www.istevitu.in/img/riviera/race.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/riviera/race.jpg	(from http://www.istevitu.in/)
12:41:37	7761/7761	---M--	200	added ('OK')	application/javascript	etag:%224f40a12-1e51-51e3e09df7b80%22	http://www.istevitu.in/horizon/js/modernizr.js	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/js/modernizr.js	(from http://www.istevitu.in/horizon/index.html)
12:41:50	109593/109593	---M--	200	added ('OK')	image/jpeg	etag:%224f40a1f-1ac19-503ae934c5780%22	http://www.istevitu.in/img/demo-1-bg.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/img/demo-1-bg.jpg	(from http://www.istevitu.in/css/component.css)
12:42:26	302508/302508	---M--	200	added ('OK')	image/jpeg	etag:%224f409e6-49dac-54a1db41f2400%22	http://www.istevitu.in/horizon/images/portfolio/hotel.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/hotel.jpg	(from http://www.istevitu.in/horizon/index.html)
12:42:52	383343/383343	---M--	200	added ('OK')	image/jpeg	etag:%224f409e3-5d96f-54a1d7ed5c880%22	http://www.istevitu.in/horizon/images/portfolio/beetle.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/beetle.jpg	(from http://www.istevitu.in/horizon/index.html)
12:42:54	172773/172773	---M--	200	added ('OK')	image/jpeg	etag:%224f409e2-2a2e5-54a1d84ea2e00%22	http://www.istevitu.in/horizon/images/portfolio/banjo-player.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/banjo-player.jpg	(from http://www.istevitu.in/horizon/index.html)
12:43:05	551584/551584	---M--	200	added ('OK')	image/jpeg	etag:%224f409f7-86aa0-54a1d77532d00%22	http://www.istevitu.in/horizon/images/portfolio/underwater.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/underwater.jpg	(from http://www.istevitu.in/horizon/index.html)
12:43:21	177041/177041	---M--	200	added ('OK')	image/jpeg	etag:%224f409e8-2b391-54a1d8a477880%22	http://www.istevitu.in/horizon/images/portfolio/lighthouse.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/lighthouse.jpg	(from http://www.istevitu.in/horizon/index.html)
12:43:36	258046/258046	---M--	200	added ('OK')	image/jpeg	etag:%224f409e5-3effe-54a1da9831380%22	http://www.istevitu.in/horizon/images/portfolio/girl.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/girl.jpg	(from http://www.istevitu.in/horizon/index.html)
12:43:52	93944/93944	---M--	200	added ('OK')	image/jpeg	etag:%224f409f6-16ef8-54a03f0458b00%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-underwater.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-underwater.jpg	(from http://www.istevitu.in/horizon/index.html)
12:43:57	227074/227074	---M--	200	added ('OK')	image/jpeg	etag:%224f409e7-37702-54a1db105af00%22	http://www.istevitu.in/horizon/images/portfolio/judah.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/judah.jpg	(from http://www.istevitu.in/horizon/index.html)
12:44:02	64225/64225	---M--	200	added ('OK')	image/jpeg	etag:%224f409f3-fae1-54a03eb80d700%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-hotel.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-hotel.jpg	(from http://www.istevitu.in/horizon/index.html)
12:44:07	943180/943180	---M--	200	added ('OK')	image/png	etag:%224f40a13-e644c-549f3deb77980%22	http://www.istevitu.in/horizon/logoK@2x.png	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/logoK@2x.png	(from http://www.istevitu.in/horizon/index.html)
12:44:10	401546/401546	---M--	200	added ('OK')	image/jpeg	etag:%224f409e4-6208a-54a1dad351f00%22	http://www.istevitu.in/horizon/images/portfolio/coffee.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/coffee.jpg	(from http://www.istevitu.in/horizon/index.html)
12:44:53	264365/264365	---M--	200	added ('OK')	image/jpeg	etag:%224f409f1-408ad-54a06a3af7f00%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-girl.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-girl.jpg	(from http://www.istevitu.in/horizon/index.html)
12:44:54	349050/349050	---M--	200	added ('OK')	image/jpeg	etag:%224f409ee-5537a-54a065839de80%22	http://www.istevitu.in/horizon/images/portfolio/modals/m-beetle.jpg	C:/My%20Web%20Sites/istu/www.istevitu.in/horizon/images/portfolio/modals/m-beetle.jpg	(from http://www.istevitu.in/horizon/index.html)
